                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    460,                0.83423,                0.63341,                0.96332,                0.96254,                0.91613,                0.97322,                 0.7922,                0.66575,                0.46782,                0.92318,             7.5024e-05,             7.5024e-05,             7.5024e-05
                    461,                0.81821,                0.63604,                0.97174,                0.96527,                0.91775,                 0.9738,                0.79077,                0.66361,                0.46607,                  0.921,             7.3735e-05,             7.3735e-05,             7.3735e-05
                    462,                0.82604,                0.61404,                0.98023,                0.96118,                0.91876,                0.97367,                0.78893,                0.66826,                0.46732,                0.92197,             7.2445e-05,             7.2445e-05,             7.2445e-05
                    463,                0.83692,                0.66156,                0.99609,                0.96174,                0.92102,                0.97451,                0.78631,                0.67576,                0.46617,                0.92466,             7.1155e-05,             7.1155e-05,             7.1155e-05
                    464,                0.79907,                0.61883,                0.96562,                0.96431,                0.91843,                0.97483,                0.79054,                0.66723,                0.46535,                0.92308,             6.9866e-05,             6.9866e-05,             6.9866e-05
                    465,                0.81879,                0.62641,                0.96714,                0.96379,                0.91947,                0.97376,                0.79064,                0.66342,                0.46195,                0.92183,             6.8576e-05,             6.8576e-05,             6.8576e-05
                    466,                0.79302,                0.62474,                0.97113,                0.95749,                0.92375,                 0.9748,                0.79185,                0.66234,                0.46067,                0.92147,             6.7286e-05,             6.7286e-05,             6.7286e-05
                    467,                0.80458,                 0.6267,                0.97822,                0.96651,                0.92132,                0.97502,                 0.7914,                0.66127,                0.46081,                0.92166,             6.5997e-05,             6.5997e-05,             6.5997e-05
                    468,                0.81999,                0.62845,                0.97801,                 0.9589,                 0.9237,                0.97538,                0.78941,                0.66418,                0.46183,                0.92253,             6.4707e-05,             6.4707e-05,             6.4707e-05
                    469,                0.86637,                0.64145,                0.97966,                0.96156,                0.91811,                0.97436,                 0.7879,                 0.6635,                0.46608,                0.92266,             6.3417e-05,             6.3417e-05,             6.3417e-05
                    470,                0.83251,                0.64739,                0.97456,                0.96365,                0.91662,                0.97481,                0.78713,                0.66057,                0.46398,                0.92175,             6.2127e-05,             6.2127e-05,             6.2127e-05
                    471,                0.82228,                0.63523,                0.97072,                0.95879,                0.92471,                0.97423,                0.78841,                0.65968,                0.46374,                0.92069,             6.0838e-05,             6.0838e-05,             6.0838e-05
                    472,                0.85118,                0.64792,                0.97536,                0.95431,                0.92754,                0.97464,                0.79098,                0.65715,                0.46297,                0.91931,             5.9548e-05,             5.9548e-05,             5.9548e-05
                    473,                0.82421,                0.61016,                 0.9609,                0.96624,                0.92084,                0.97495,                0.78984,                0.65968,                0.46127,                0.92042,             5.8258e-05,             5.8258e-05,             5.8258e-05
                    474,                0.83252,                0.64909,                0.98338,                0.96456,                0.92102,                0.97465,                0.79041,                0.66412,                0.45901,                0.92187,             5.6969e-05,             5.6969e-05,             5.6969e-05
                    475,                0.81726,                0.61804,                0.98712,                0.96701,                0.92332,                0.97615,                0.79342,                0.65836,                0.45728,                0.92026,             5.5679e-05,             5.5679e-05,             5.5679e-05
                    476,                0.79232,                0.60647,                0.94874,                0.96241,                0.92949,                0.97637,                0.79174,                0.65954,                 0.4571,                0.92045,             5.4389e-05,             5.4389e-05,             5.4389e-05
                    477,                0.82223,                0.63663,                0.97062,                0.95992,                0.93045,                0.97582,                0.78988,                0.66421,                0.45801,                 0.9209,             5.3099e-05,             5.3099e-05,             5.3099e-05
                    478,                0.80047,                 0.6197,                 0.9764,                 0.9627,                0.92995,                0.97503,                0.79389,                0.65731,                0.45619,                0.91955,              5.181e-05,              5.181e-05,              5.181e-05
                    479,                0.78396,                0.61266,                 0.9623,                0.96628,                0.92127,                0.97582,                0.79347,                0.65827,                0.45731,                0.91952,              5.052e-05,              5.052e-05,              5.052e-05
                    480,                 0.7896,                0.59346,                 0.9519,                0.96904,                0.92385,                0.97562,                0.79389,                0.65914,                0.45705,                0.91968,              4.923e-05,              4.923e-05,              4.923e-05
                    481,                0.80109,                0.61401,                0.95961,                0.96697,                0.92188,                 0.9759,                0.78961,                0.66364,                0.45853,                0.92083,             4.7941e-05,             4.7941e-05,             4.7941e-05
                    482,                0.82849,                0.63157,                0.97502,                0.96017,                0.92516,                  0.976,                0.79186,                0.66015,                0.45765,                0.92002,             4.6651e-05,             4.6651e-05,             4.6651e-05
                    483,                0.81761,                0.63715,                0.99529,                0.96149,                0.92755,                0.97636,                0.79238,                0.65423,                 0.4571,                0.91791,             4.5361e-05,             4.5361e-05,             4.5361e-05
                    484,                0.82434,                0.61856,                0.96506,                0.96099,                0.92412,                0.97585,                0.79498,                0.65382,                0.45692,                0.91718,             4.4072e-05,             4.4072e-05,             4.4072e-05
                    485,                0.78998,                 0.6057,                0.96245,                 0.9605,                0.92547,                0.97568,                 0.7954,                0.65227,                0.45611,                0.91745,             4.2782e-05,             4.2782e-05,             4.2782e-05
                    486,                0.81742,                0.62388,                0.95251,                  0.957,                0.92635,                 0.9752,                0.79156,                0.66182,                0.45813,                 0.9203,             4.1492e-05,             4.1492e-05,             4.1492e-05
                    487,                0.79376,                0.59717,                0.95362,                0.95552,                0.92675,                0.97593,                0.79237,                0.65975,                0.45762,                0.91945,             4.0202e-05,             4.0202e-05,             4.0202e-05
                    488,                0.80528,                0.63441,                0.95661,                0.95609,                0.92915,                0.97589,                 0.7954,                0.65439,                0.45505,                0.91848,             3.8913e-05,             3.8913e-05,             3.8913e-05
                    489,                0.79618,                0.62036,                0.96171,                0.95799,                0.92622,                0.97551,                0.79774,                0.65467,                0.45592,                0.91884,             3.7623e-05,             3.7623e-05,             3.7623e-05
                    490,                0.81938,                0.62856,                0.96767,                0.96233,                0.92399,                0.97571,                0.79699,                0.65253,                0.45347,                0.91843,             3.6333e-05,             3.6333e-05,             3.6333e-05
                    491,                0.81331,                0.62645,                0.97357,                0.96888,                0.91515,                0.97592,                0.79316,                0.65136,                0.45318,                0.91849,             3.5044e-05,             3.5044e-05,             3.5044e-05
                    492,                0.79625,                0.60519,                 0.9733,                0.95227,                0.92991,                0.97608,                0.79411,                  0.649,                0.45314,                0.91801,             3.3754e-05,             3.3754e-05,             3.3754e-05
                    493,                0.80767,                0.62487,                0.97657,                0.95345,                 0.9319,                0.97523,                0.79666,                0.64794,                 0.4532,                0.91672,             3.2464e-05,             3.2464e-05,             3.2464e-05
                    494,                0.80491,                0.59948,                0.96064,                0.95524,                 0.9284,                 0.9755,                0.79502,                0.65173,                 0.4545,                0.91707,             3.1174e-05,             3.1174e-05,             3.1174e-05
                    495,                0.80399,                0.60899,                0.96398,                0.95604,                0.92749,                0.97594,                0.79405,                0.65354,                0.45518,                0.91757,             2.9885e-05,             2.9885e-05,             2.9885e-05
                    496,                0.82781,                0.62934,                0.97484,                0.95733,                0.92948,                  0.976,                0.79403,                0.65073,                0.45406,                0.91707,             2.8595e-05,             2.8595e-05,             2.8595e-05
                    497,                0.79668,                0.61517,                0.96526,                0.96125,                0.92286,                0.97563,                0.79447,                0.64898,                0.45278,                0.91755,             2.7305e-05,             2.7305e-05,             2.7305e-05
                    498,                 0.8307,                0.63761,                0.97377,                0.97055,                0.91801,                0.97549,                0.79582,                0.65066,                0.45225,                0.91828,             2.6016e-05,             2.6016e-05,             2.6016e-05
                    499,                0.78099,                0.60295,                0.96274,                0.96802,                0.92024,                0.97525,                0.79434,                0.65112,                0.45194,                 0.9183,             2.4726e-05,             2.4726e-05,             2.4726e-05
                    500,                0.80716,                 0.6121,                0.96144,                0.96973,                 0.9185,                0.97554,                0.79587,                0.64982,                0.45072,                0.91742,             2.3436e-05,             2.3436e-05,             2.3436e-05
                    501,                0.79731,                0.61038,                0.98503,                0.96525,                0.92079,                0.97567,                0.79745,                0.64923,                0.45052,                0.91712,             2.2146e-05,             2.2146e-05,             2.2146e-05
                    502,                0.78906,                0.56771,                0.95926,                0.96277,                0.92299,                0.97565,                0.79386,                0.65109,                  0.451,                0.91624,             2.0857e-05,             2.0857e-05,             2.0857e-05
                    503,                 0.7521,                0.54277,                0.94877,                0.95909,                 0.9254,                0.97538,                0.79337,                0.65632,                0.45659,                0.91609,             1.9567e-05,             1.9567e-05,             1.9567e-05
                    504,                 0.7682,                0.56456,                0.96435,                0.95692,                 0.9239,                0.97362,                0.79328,                0.66161,                0.46134,                0.91639,             1.8277e-05,             1.8277e-05,             1.8277e-05
                    505,                0.74736,                0.54603,                0.95278,                0.96315,                0.91909,                0.97486,                0.79448,                0.66186,                 0.4635,                0.91614,             1.6988e-05,             1.6988e-05,             1.6988e-05
                    506,                0.75661,                0.55214,                0.95022,                0.96024,                0.92489,                0.97486,                0.79398,                0.66299,                0.46511,                0.91619,             1.5698e-05,             1.5698e-05,             1.5698e-05
                    507,                0.76559,                0.56863,                 0.9554,                0.96032,                0.92471,                0.97437,                 0.7945,                0.66655,                0.46603,                0.91641,             1.4408e-05,             1.4408e-05,             1.4408e-05
                    508,                0.78361,                0.56457,                0.96827,                0.96009,                 0.9251,                0.97399,                0.79383,                0.66833,                 0.4666,                0.91655,             1.3119e-05,             1.3119e-05,             1.3119e-05
                    509,                0.78214,                0.56695,                 0.9866,                0.96006,                 0.9263,                0.97377,                0.79264,                0.66906,                0.46737,                 0.9169,             1.1829e-05,             1.1829e-05,             1.1829e-05
                    510,                0.76532,                0.55615,                0.95924,                0.95901,                0.92383,                0.97338,                 0.7924,                0.66874,                0.46782,                0.91655,             1.0539e-05,             1.0539e-05,             1.0539e-05
                    511,                0.74777,                0.53428,                0.92918,                0.95717,                0.92395,                0.97314,                0.79033,                0.66753,                0.46755,                0.91613,             9.2494e-06,             9.2494e-06,             9.2494e-06
